Grade,Weapon_School,Fight_Total,Fight_School,Sad_Hopeless,Injected_Drug,Drug_School,Safety_Score,Risk_Level
1.0,1.0,1.0,1.0,0,1.0,2.0,8.25,Low
1.0,1.0,4.0,1.0,0,1.0,2.0,10.75,Low
1.0,1.0,1.0,1.0,0,1.0,2.0,8.25,Low
1.0,1.0,1.0,1.0,0,1.0,2.0,8.25,Low
1.0,1.0,1.0,1.0,0,1.0,2.0,8.25,Low
1.0,1.0,1.0,1.0,1,1.0,2.0,8.25,Low
3.0,1.0,2.0,1.0,0,1.0,2.0,8.75,Low
1.0,1.0,2.0,2.0,0,1.0,2.0,9.5,Low
1.0,1.0,2.0,2.0,0,1.0,2.0,9.5,Low
1.0,1.0,1.0,1.0,0,1.0,2.0,8.25,Low
1.0,1.0,3.0,2.0,1,1.0,2.0,10.5,Low
1.0,1.0,3.0,1.0,0,1.0,2.0,9.75,Low
1.0,1.0,4.0,1.0,0,1.0,2.0,10.75,Low
1.0,3.0,2.0,1.0,0,1.0,2.0,49.25,Medium
1.0,1.0,1.0,1.0,0,1.0,2.0,8.25,Low
1.0,1.0,1.0,1.0,0,1.0,2.0,8.25,Low
2.0,1.0,3.0,1.0,0,1.0,2.0,9.75,Low
1.0,1.0,1.0,1.0,0,1.0,2.0,8.25,Low
2.0,1.0,1.0,1.0,0,1.0,2.0,8.25,Low
2.0,1.0,1.0,1.0,1,1.0,2.0,8.25,Low
2.0,1.0,1.0,1.0,1,1.0,2.0,8.25,Low
2.0,1.0,1.0,1.0,1,1.0,2.0,8.25,Low
2.0,1.0,3.0,2.0,0,1.0,2.0,10.5,Low
2.0,1.0,1.0,1.0,0,1.0,2.0,8.25,Low
2.0,5.0,1.0,1.0,1,1.0,2.0,65.25,High
2.0,1.0,1.0,1.0,0,1.0,2.0,8.25,Low
2.0,1.0,2.0,1.0,1,1.0,2.0,8.75,Low
3.0,1.0,1.0,1.0,0,1.0,1.0,33.25,Medium
2.0,1.0,1.0,1.0,0,1.0,2.0,8.25,Low
2.0,1.0,1.0,1.0,0,1.0,2.0,8.25,Low
2.0,1.0,3.0,2.0,0,1.0,1.0,35.5,Medium
2.0,1.0,1.0,1.0,0,1.0,2.0,8.25,Low
2.0,1.0,1.0,1.0,0,1.0,2.0,8.25,Low
2.0,1.0,1.0,1.0,0,1.0,2.0,8.25,Low
4.0,1.0,1.0,1.0,0,1.0,2.0,8.25,Low
1.0,1.0,1.0,1.0,0,1.0,2.0,8.25,Low
1.0,1.0,1.0,1.0,1,1.0,2.0,8.25,Low
1.0,1.0,1.0,1.0,0,1.0,2.0,8.25,Low
1.0,1.0,2.0,1.0,0,1.0,2.0,8.75,Low
1.0,1.0,2.0,1.0,1,1.0,2.0,8.75,Low
1.0,1.0,1.0,1.0,1,1.0,2.0,8.25,Low
1.0,1.0,3.0,1.0,1,1.0,2.0,9.75,Low
1.0,1.0,1.0,1.0,1,1.0,2.0,8.25,Low
1.0,1.0,1.0,1.0,1,1.0,2.0,8.25,Low
3.0,1.0,1.0,1.0,0,1.0,2.0,8.25,Low
3.0,1.0,1.0,1.0,0,1.0,2.0,8.25,Low
3.0,1.0,1.0,1.0,1,1.0,2.0,8.25,Low
3.0,1.0,1.0,1.0,1,1.0,2.0,8.25,Low
3.0,1.0,1.0,1.0,0,1.0,2.0,8.25,Low
3.0,1.0,1.0,1.0,1,1.0,2.0,8.25,Low
3.0,5.0,1.0,1.0,0,1.0,2.0,65.25,High
3.0,1.0,3.0,1.0,1,1.0,2.0,9.75,Low
3.0,1.0,1.0,1.0,0,1.0,2.0,8.25,Low
3.0,1.0,1.0,1.0,1,1.0,2.0,8.25,Low
3.0,1.0,1.0,1.0,0,1.0,2.0,8.25,Low
4.0,4.0,7.0,6.0,1,1.0,1.0,97.0,High
3.0,1.0,1.0,1.0,0,1.0,2.0,8.25,Low
3.0,1.0,1.0,1.0,0,1.0,1.0,33.25,Medium
3.0,1.0,1.0,1.0,0,1.0,2.0,8.25,Low
3.0,1.0,2.0,1.0,0,1.0,1.0,33.75,Medium
3.0,1.0,1.0,1.0,1,1.0,2.0,8.25,Low
2.0,1.0,1.0,1.0,0,1.0,2.0,8.25,Low
3.0,1.0,2.0,1.0,0,1.0,2.0,8.75,Low
3.0,1.0,1.0,1.0,0,1.0,1.0,33.25,Medium
3.0,1.0,1.0,1.0,0,1.0,2.0,8.25,Low
3.0,1.0,1.0,1.0,0,1.0,2.0,8.25,Low
2.0,1.0,1.0,1.0,1,1.0,2.0,8.25,Low
3.0,1.0,1.0,1.0,1,1.0,2.0,8.25,Low
3.0,1.0,1.0,1.0,1,1.0,2.0,8.25,Low
3.0,1.0,1.0,1.0,0,1.0,2.0,8.25,Low
3.0,1.0,1.0,1.0,0,1.0,1.0,33.25,Medium
3.0,1.0,2.0,1.0,1,1.0,2.0,8.75,Low
3.0,5.0,1.0,1.0,0,1.0,2.0,65.25,High
3.0,1.0,1.0,1.0,1,1.0,2.0,8.25,Low
1.0,1.0,2.0,1.0,0,1.0,2.0,8.75,Low
1.0,2.0,4.0,1.0,0,2.0,1.0,76.25,High
1.0,1.0,3.0,1.0,0,1.0,2.0,9.75,Low
1.0,1.0,1.0,1.0,1,1.0,2.0,8.25,Low
1.0,1.0,1.0,1.0,0,1.0,2.0,8.25,Low
1.0,1.0,1.0,1.0,1,1.0,2.0,8.25,Low
1.0,1.0,3.0,1.0,0,1.0,1.0,34.75,Medium
1.0,1.0,1.0,1.0,1,1.0,2.0,8.25,Low
1.0,1.0,1.0,1.0,0,1.0,2.0,8.25,Low
1.0,1.0,1.0,1.0,0,1.0,2.0,8.25,Low
1.0,1.0,3.0,1.0,0,1.0,2.0,9.75,Low
2.0,1.0,3.0,2.0,0,1.0,2.0,10.5,Low
2.0,1.0,1.0,1.0,0,1.0,1.0,33.25,Medium
2.0,1.0,2.0,1.0,1,1.0,2.0,8.75,Low
2.0,1.0,1.0,1.0,1,1.0,2.0,8.25,Low
2.0,1.0,2.0,2.0,1,1.0,1.0,34.5,Medium
2.0,1.0,3.0,2.0,0,1.0,2.0,10.5,Low
2.0,1.0,1.0,1.0,0,1.0,2.0,8.25,Low
2.0,1.0,1.0,1.0,1,1.0,2.0,8.25,Low
2.0,1.0,1.0,1.0,0,1.0,2.0,8.25,Low
2.0,1.0,1.0,1.0,0,1.0,2.0,8.25,Low
2.0,1.0,4.0,2.0,0,1.0,1.0,36.5,Medium
2.0,1.0,1.0,1.0,0,1.0,2.0,8.25,Low
2.0,1.0,3.0,1.0,1,1.0,2.0,9.75,Low
2.0,1.0,1.0,1.0,0,1.0,2.0,8.25,Low
2.0,1.0,3.0,1.0,0,1.0,2.0,9.75,Low
4.0,1.0,3.0,1.0,1,1.0,2.0,9.75,Low
4.0,1.0,2.0,1.0,0,1.0,1.0,33.75,Medium
4.0,1.0,3.0,1.0,0,1.0,2.0,9.75,Low
4.0,1.0,3.0,1.0,0,1.0,2.0,9.75,Low
4.0,1.0,1.0,1.0,0,1.0,2.0,8.25,Low
4.0,1.0,1.0,1.0,1,1.0,2.0,8.25,Low
4.0,1.0,2.0,1.0,1,1.0,2.0,8.75,Low
4.0,1.0,1.0,1.0,0,1.0,2.0,8.25,Low
4.0,1.0,1.0,1.0,0,1.0,2.0,8.25,Low
4.0,1.0,1.0,1.0,0,1.0,2.0,8.25,Low
4.0,1.0,1.0,1.0,1,1.0,2.0,8.25,Low
4.0,1.0,1.0,1.0,1,1.0,1.0,33.25,Medium
4.0,1.0,1.0,1.0,0,1.0,2.0,8.25,Low
3.0,1.0,1.0,1.0,0,1.0,2.0,8.25,Low
3.0,1.0,1.0,1.0,0,1.0,2.0,8.25,Low
3.0,1.0,1.0,1.0,0,1.0,2.0,8.25,Low
3.0,1.0,1.0,1.0,1,1.0,2.0,8.25,Low
3.0,1.0,1.0,1.0,1,1.0,2.0,8.25,Low
3.0,1.0,1.0,1.0,1,1.0,1.0,33.25,Medium
3.0,1.0,2.0,1.0,0,1.0,1.0,33.75,Medium
3.0,1.0,3.0,1.0,0,1.0,2.0,9.75,Low
3.0,1.0,1.0,1.0,0,1.0,2.0,8.25,Low
3.0,2.0,2.0,1.0,1,1.0,1.0,68.25,High
3.0,1.0,2.0,2.0,0,1.0,2.0,9.5,Low
3.0,1.0,1.0,1.0,0,1.0,2.0,8.25,Low
3.0,1.0,1.0,1.0,1,1.0,2.0,8.25,Low
1.0,1.0,1.0,1.0,0,1.0,2.0,8.25,Low
1.0,1.0,4.0,1.0,0,1.0,2.0,10.75,Low
1.0,1.0,2.0,1.0,1,1.0,2.0,8.75,Low
1.0,1.0,1.0,1.0,0,1.0,2.0,8.25,Low
1.0,3.0,3.0,2.0,1,1.0,2.0,51.0,High
1.0,1.0,1.0,1.0,0,1.0,2.0,8.25,Low
1.0,2.0,3.0,2.0,1,1.0,1.0,70.0,High
1.0,1.0,1.0,1.0,0,1.0,2.0,8.25,Low
1.0,1.0,1.0,1.0,1,1.0,2.0,8.25,Low
1.0,1.0,3.0,3.0,0,1.0,2.0,12.0,Low
1.0,1.0,2.0,2.0,0,1.0,2.0,9.5,Low
1.0,1.0,1.0,1.0,0,1.0,2.0,8.25,Low
1.0,1.0,1.0,1.0,0,1.0,2.0,8.25,Low
1.0,1.0,3.0,1.0,1,1.0,1.0,34.75,Medium
1.0,1.0,1.0,1.0,0,1.0,2.0,8.25,Low
1.0,1.0,2.0,1.0,1,1.0,1.0,33.75,Medium
1.0,1.0,2.0,1.0,0,1.0,2.0,8.75,Low
1.0,1.0,3.0,2.0,0,1.0,2.0,10.5,Low
1.0,1.0,1.0,1.0,1,1.0,2.0,8.25,Low
1.0,1.0,1.0,1.0,0,1.0,2.0,8.25,Low
1.0,1.0,1.0,1.0,0,1.0,2.0,8.25,Low
1.0,1.0,1.0,1.0,1,1.0,1.0,33.25,Medium
1.0,1.0,5.0,1.0,1,1.0,2.0,12.25,Low
1.0,1.0,1.0,1.0,0,1.0,2.0,8.25,Low
2.0,1.0,2.0,2.0,0,1.0,2.0,9.5,Low
2.0,1.0,1.0,1.0,1,1.0,2.0,8.25,Low
2.0,1.0,4.0,1.0,0,1.0,2.0,10.75,Low
2.0,1.0,1.0,1.0,1,1.0,2.0,8.25,Low
2.0,1.0,1.0,1.0,0,1.0,2.0,8.25,Low
2.0,1.0,3.0,1.0,1,1.0,2.0,9.75,Low
2.0,1.0,1.0,1.0,0,1.0,2.0,8.25,Low
2.0,1.0,1.0,1.0,0,1.0,2.0,8.25,Low
2.0,1.0,1.0,1.0,0,1.0,2.0,8.25,Low
2.0,1.0,1.0,1.0,0,1.0,1.0,33.25,Medium
2.0,1.0,1.0,1.0,1,1.0,2.0,8.25,Low
2.0,1.0,1.0,1.0,0,1.0,2.0,8.25,Low
2.0,1.0,1.0,1.0,0,1.0,2.0,8.25,Low
2.0,1.0,2.0,2.0,0,1.0,2.0,9.5,Low
2.0,1.0,1.0,1.0,0,1.0,2.0,8.25,Low
2.0,1.0,3.0,1.0,0,1.0,2.0,9.75,Low
2.0,1.0,1.0,1.0,0,1.0,1.0,33.25,Medium
4.0,1.0,1.0,1.0,0,1.0,2.0,8.25,Low
4.0,1.0,2.0,2.0,1,1.0,1.0,34.5,Medium
4.0,1.0,1.0,1.0,0,1.0,2.0,8.25,Low
4.0,1.0,2.0,1.0,0,1.0,2.0,8.75,Low
4.0,1.0,1.0,1.0,0,1.0,2.0,8.25,Low
4.0,1.0,1.0,1.0,0,1.0,2.0,8.25,Low
4.0,1.0,1.0,1.0,0,1.0,2.0,8.25,Low
4.0,1.0,2.0,1.0,0,1.0,2.0,8.75,Low
4.0,1.0,1.0,1.0,0,1.0,2.0,8.25,Low
4.0,1.0,1.0,1.0,0,1.0,1.0,33.25,Medium
4.0,1.0,1.0,1.0,0,1.0,2.0,8.25,Low
4.0,1.0,3.0,1.0,0,1.0,1.0,34.75,Medium
4.0,1.0,1.0,1.0,0,1.0,2.0,8.25,Low
4.0,1.0,1.0,1.0,0,1.0,2.0,8.25,Low
3.0,1.0,3.0,2.0,0,1.0,1.0,35.5,Medium
3.0,1.0,1.0,1.0,0,1.0,2.0,8.25,Low
3.0,1.0,4.0,1.0,1,2.0,1.0,41.75,Medium
3.0,1.0,2.0,2.0,0,1.0,2.0,9.5,Low
3.0,1.0,1.0,1.0,0,1.0,2.0,8.25,Low
3.0,1.0,1.0,1.0,1,1.0,2.0,8.25,Low
3.0,1.0,1.0,1.0,0,1.0,2.0,8.25,Low
3.0,1.0,3.0,1.0,1,1.0,1.0,34.75,Medium
3.0,1.0,3.0,2.0,0,1.0,2.0,10.5,Low
3.0,1.0,7.0,2.0,1,1.0,2.0,16.5,Low
3.0,1.0,1.0,1.0,0,1.0,2.0,8.25,Low
3.0,1.0,1.0,1.0,0,1.0,2.0,8.25,Low
3.0,1.0,1.0,1.0,1,1.0,1.0,33.25,Medium
3.0,1.0,3.0,1.0,0,1.0,2.0,9.75,Low
3.0,1.0,1.0,1.0,0,1.0,2.0,8.25,Low
3.0,1.0,2.0,1.0,0,1.0,2.0,8.75,Low
3.0,1.0,2.0,1.0,1,1.0,2.0,8.75,Low
3.0,1.0,1.0,1.0,0,1.0,1.0,33.25,Medium
3.0,1.0,1.0,1.0,0,1.0,2.0,8.25,Low
3.0,1.0,1.0,1.0,0,1.0,2.0,8.25,Low
3.0,1.0,2.0,1.0,0,1.0,2.0,8.75,Low
3.0,1.0,1.0,1.0,0,1.0,2.0,8.25,Low
2.0,1.0,1.0,1.0,0,1.0,2.0,8.25,Low
2.0,1.0,1.0,1.0,0,1.0,1.0,33.25,Medium
2.0,1.0,4.0,3.0,1,1.0,1.0,38.0,Medium
2.0,1.0,1.0,1.0,0,1.0,1.0,33.25,Medium
2.0,3.0,5.0,2.0,1,1.0,1.0,78.5,High
2.0,1.0,1.0,1.0,0,1.0,2.0,8.25,Low
2.0,1.0,3.0,1.0,0,1.0,1.0,34.75,Medium
2.0,1.0,1.0,1.0,0,1.0,1.0,33.25,Medium
2.0,1.0,1.0,1.0,0,1.0,2.0,8.25,Low
2.0,1.0,1.0,1.0,1,1.0,2.0,8.25,Low
2.0,1.0,1.0,1.0,0,1.0,2.0,8.25,Low
3.0,1.0,3.0,1.0,1,1.0,2.0,9.75,Low
2.0,1.0,2.0,1.0,0,1.0,1.0,33.75,Medium
3.0,1.0,1.0,1.0,1,1.0,2.0,8.25,Low
3.0,1.0,2.0,1.0,0,1.0,2.0,8.75,Low
3.0,1.0,1.0,1.0,0,1.0,2.0,8.25,Low
3.0,1.0,1.0,1.0,1,1.0,2.0,8.25,Low
4.0,1.0,1.0,1.0,1,1.0,2.0,8.25,Low
3.0,1.0,6.0,2.0,0,1.0,1.0,39.5,Medium
3.0,1.0,8.0,1.0,0,1.0,2.0,17.75,Low
3.0,1.0,1.0,1.0,0,1.0,1.0,33.25,Medium
3.0,1.0,1.0,1.0,0,1.0,1.0,33.25,Medium
3.0,1.0,8.0,5.0,1,1.0,1.0,48.75,Medium
3.0,1.0,3.0,2.0,0,1.0,2.0,10.5,Low
3.0,1.0,1.0,1.0,0,1.0,2.0,8.25,Low
3.0,1.0,1.0,1.0,0,1.0,1.0,33.25,Medium
2.0,1.0,2.0,1.0,0,1.0,2.0,8.75,Low
2.0,1.0,1.0,1.0,0,1.0,1.0,33.25,Medium
2.0,1.0,4.0,1.0,0,1.0,1.0,35.75,Medium
2.0,1.0,1.0,1.0,0,1.0,2.0,8.25,Low
4.0,1.0,5.0,1.0,0,1.0,2.0,12.25,Low
3.0,1.0,7.0,1.0,0,1.0,1.0,40.75,Medium
2.0,2.0,8.0,7.0,0,1.0,2.0,63.5,High
2.0,1.0,1.0,1.0,1,1.0,2.0,8.25,Low
2.0,1.0,8.0,2.0,0,1.0,1.0,43.5,Medium
3.0,4.0,8.0,5.0,1,1.0,1.0,96.75,High
3.0,1.0,1.0,1.0,1,1.0,1.0,33.25,Medium
2.0,1.0,3.0,2.0,0,1.0,2.0,10.5,Low
2.0,1.0,1.0,1.0,1,1.0,2.0,8.25,Low
2.0,1.0,1.0,1.0,0,1.0,2.0,8.25,Low
2.0,1.0,1.0,1.0,1,1.0,2.0,8.25,Low
2.0,1.0,1.0,1.0,1,1.0,2.0,8.25,Low
2.0,1.0,2.0,1.0,1,1.0,2.0,8.75,Low
2.0,1.0,2.0,2.0,1,1.0,2.0,9.5,Low
3.0,1.0,2.0,1.0,0,1.0,2.0,8.75,Low
3.0,1.0,1.0,1.0,1,1.0,2.0,8.25,Low
3.0,1.0,1.0,1.0,0,1.0,2.0,8.25,Low
3.0,1.0,2.0,2.0,0,1.0,1.0,34.5,Medium
3.0,1.0,1.0,1.0,1,1.0,2.0,8.25,Low
3.0,1.0,1.0,1.0,0,1.0,2.0,8.25,Low
3.0,1.0,1.0,1.0,0,1.0,2.0,8.25,Low
3.0,1.0,1.0,1.0,1,1.0,1.0,33.25,Medium
3.0,1.0,1.0,1.0,0,1.0,2.0,8.25,Low
3.0,1.0,1.0,1.0,0,1.0,2.0,8.25,Low
3.0,1.0,1.0,1.0,0,1.0,2.0,8.25,Low
3.0,1.0,4.0,1.0,1,1.0,2.0,10.75,Low
3.0,1.0,1.0,1.0,0,1.0,2.0,8.25,Low
3.0,1.0,1.0,1.0,0,1.0,2.0,8.25,Low
3.0,1.0,2.0,2.0,0,1.0,2.0,9.5,Low
3.0,1.0,2.0,2.0,1,1.0,1.0,34.5,Medium
3.0,1.0,1.0,1.0,1,1.0,2.0,8.25,Low
3.0,1.0,1.0,1.0,0,1.0,1.0,33.25,Medium
4.0,1.0,1.0,1.0,0,1.0,2.0,8.25,Low
3.0,1.0,1.0,1.0,0,1.0,2.0,8.25,Low
3.0,1.0,1.0,1.0,0,1.0,2.0,8.25,Low
3.0,1.0,3.0,2.0,0,1.0,2.0,10.5,Low
3.0,2.0,3.0,1.0,1,1.0,1.0,69.25,High
2.0,1.0,5.0,1.0,0,1.0,1.0,37.25,Medium
4.0,1.0,1.0,1.0,0,1.0,2.0,8.25,Low
4.0,1.0,1.0,1.0,0,1.0,2.0,8.25,Low
4.0,1.0,1.0,1.0,0,1.0,2.0,8.25,Low
4.0,1.0,2.0,1.0,1,1.0,1.0,33.75,Medium
4.0,1.0,1.0,1.0,0,1.0,2.0,8.25,Low
4.0,1.0,1.0,1.0,1,1.0,2.0,8.25,Low
4.0,1.0,2.0,1.0,1,1.0,2.0,8.75,Low
4.0,1.0,1.0,1.0,1,1.0,1.0,33.25,Medium
4.0,1.0,1.0,1.0,1,1.0,2.0,8.25,Low
4.0,1.0,1.0,1.0,0,1.0,2.0,8.25,Low
4.0,1.0,1.0,1.0,0,1.0,2.0,8.25,Low
4.0,1.0,1.0,1.0,0,1.0,2.0,8.25,Low
4.0,1.0,2.0,1.0,1,1.0,1.0,33.75,Medium
4.0,1.0,1.0,1.0,0,1.0,2.0,8.25,Low
4.0,1.0,1.0,1.0,1,1.0,2.0,8.25,Low
4.0,1.0,2.0,1.0,0,1.0,1.0,33.75,Medium
4.0,1.0,1.0,1.0,0,1.0,2.0,8.25,Low
4.0,1.0,3.0,1.0,0,1.0,2.0,9.75,Low
4.0,1.0,1.0,1.0,1,1.0,2.0,8.25,Low
4.0,1.0,3.0,1.0,0,1.0,2.0,9.75,Low
4.0,1.0,2.0,1.0,0,1.0,2.0,8.75,Low
4.0,2.0,3.0,2.0,0,2.0,1.0,76.0,High
4.0,1.0,1.0,1.0,0,1.0,2.0,8.25,Low
4.0,5.0,4.0,1.0,1,1.0,1.0,92.75,High
4.0,1.0,1.0,1.0,1,1.0,2.0,8.25,Low
4.0,1.0,4.0,2.0,1,1.0,2.0,11.5,Low
4.0,1.0,2.0,2.0,1,1.0,1.0,34.5,Medium
4.0,1.0,1.0,1.0,0,1.0,1.0,33.25,Medium
4.0,1.0,1.0,1.0,0,1.0,1.0,33.25,Medium
4.0,1.0,2.0,2.0,0,1.0,1.0,34.5,Medium
4.0,1.0,1.0,1.0,0,1.0,2.0,8.25,Low
4.0,1.0,1.0,1.0,0,1.0,2.0,8.25,Low
4.0,1.0,1.0,1.0,1,1.0,2.0,8.25,Low
4.0,1.0,1.0,1.0,0,1.0,1.0,33.25,Medium
4.0,1.0,1.0,1.0,1,1.0,1.0,33.25,Medium
4.0,1.0,1.0,1.0,0,2.0,1.0,39.25,Medium
4.0,1.0,1.0,1.0,0,1.0,2.0,8.25,Low
4.0,1.0,3.0,1.0,0,1.0,2.0,9.75,Low
4.0,1.0,1.0,1.0,0,1.0,2.0,8.25,Low
4.0,1.0,8.0,4.0,1,1.0,2.0,21.5,Medium
4.0,1.0,2.0,1.0,1,1.0,2.0,8.75,Low
4.0,1.0,1.0,1.0,1,1.0,2.0,8.25,Low
4.0,1.0,1.0,1.0,0,1.0,2.0,8.25,Low
4.0,1.0,1.0,1.0,0,1.0,2.0,8.25,Low
4.0,1.0,1.0,1.0,1,1.0,1.0,33.25,Medium
4.0,1.0,1.0,1.0,1,1.0,2.0,8.25,Low
3.0,1.0,1.0,1.0,1,1.0,2.0,8.25,Low
4.0,1.0,1.0,1.0,0,1.0,2.0,8.25,Low
4.0,1.0,3.0,1.0,1,1.0,2.0,9.75,Low
1.0,1.0,2.0,2.0,0,1.0,1.0,34.5,Medium
1.0,1.0,2.0,2.0,0,1.0,1.0,34.5,Medium
1.0,1.0,1.0,1.0,1,1.0,1.0,33.25,Medium
1.0,1.0,2.0,1.0,0,1.0,1.0,33.75,Medium
1.0,1.0,3.0,1.0,1,1.0,2.0,9.75,Low
1.0,1.0,3.0,1.0,0,1.0,1.0,34.75,Medium
1.0,1.0,1.0,1.0,1,1.0,2.0,8.25,Low
1.0,1.0,1.0,1.0,1,1.0,1.0,33.25,Medium
1.0,1.0,1.0,1.0,0,1.0,2.0,8.25,Low
1.0,1.0,1.0,1.0,1,1.0,1.0,33.25,Medium
1.0,1.0,1.0,1.0,1,1.0,2.0,8.25,Low
1.0,1.0,1.0,1.0,1,1.0,2.0,8.25,Low
1.0,1.0,2.0,1.0,0,1.0,2.0,8.75,Low
1.0,1.0,2.0,2.0,1,1.0,1.0,34.5,Medium
1.0,1.0,7.0,1.0,1,1.0,1.0,40.75,Medium
1.0,1.0,3.0,1.0,0,1.0,2.0,9.75,Low
1.0,1.0,1.0,1.0,1,1.0,2.0,8.25,Low
1.0,1.0,3.0,1.0,0,1.0,2.0,9.75,Low
1.0,1.0,3.0,1.0,0,1.0,1.0,34.75,Medium
1.0,1.0,3.0,1.0,0,1.0,1.0,34.75,Medium
1.0,1.0,3.0,1.0,0,1.0,1.0,34.75,Medium
1.0,1.0,1.0,1.0,0,1.0,2.0,8.25,Low
1.0,1.0,1.0,1.0,0,1.0,2.0,8.25,Low
1.0,1.0,2.0,2.0,1,2.0,1.0,40.5,Medium
1.0,1.0,1.0,1.0,0,1.0,1.0,33.25,Medium
1.0,1.0,3.0,2.0,1,1.0,1.0,35.5,Medium
1.0,1.0,3.0,1.0,0,1.0,1.0,34.75,Medium
1.0,1.0,1.0,1.0,1,1.0,2.0,8.25,Low
1.0,1.0,1.0,1.0,1,1.0,2.0,8.25,Low
1.0,1.0,2.0,1.0,0,1.0,2.0,8.75,Low
3.0,1.0,1.0,1.0,1,1.0,2.0,8.25,Low
1.0,1.0,2.0,1.0,0,1.0,2.0,8.75,Low
1.0,1.0,1.0,1.0,0,1.0,2.0,8.25,Low
1.0,1.0,1.0,1.0,0,1.0,2.0,8.25,Low
1.0,1.0,1.0,1.0,0,1.0,1.0,33.25,Medium
1.0,1.0,3.0,2.0,0,1.0,1.0,35.5,Medium
1.0,1.0,1.0,1.0,0,1.0,2.0,8.25,Low
1.0,1.0,2.0,2.0,0,1.0,2.0,9.5,Low
1.0,1.0,3.0,3.0,1,1.0,2.0,12.0,Low
1.0,1.0,1.0,1.0,0,1.0,2.0,8.25,Low
1.0,1.0,3.0,2.0,0,1.0,1.0,35.5,Medium
1.0,1.0,3.0,2.0,1,1.0,1.0,35.5,Medium
1.0,1.0,5.0,2.0,1,1.0,2.0,13.0,Low
1.0,1.0,4.0,1.0,0,1.0,2.0,10.75,Low
1.0,1.0,3.0,1.0,0,1.0,2.0,9.75,Low
1.0,1.0,1.0,1.0,1,1.0,2.0,8.25,Low
2.0,1.0,1.0,1.0,1,1.0,2.0,8.25,Low
3.0,1.0,8.0,1.0,0,1.0,1.0,42.75,Medium
2.0,1.0,2.0,1.0,1,1.0,2.0,8.75,Low
2.0,3.0,6.0,4.0,0,1.0,1.0,83.0,High
2.0,1.0,2.0,1.0,0,1.0,2.0,8.75,Low
2.0,1.0,1.0,1.0,0,1.0,2.0,8.25,Low
2.0,1.0,2.0,1.0,0,1.0,2.0,8.75,Low
2.0,3.0,1.0,1.0,0,1.0,1.0,73.75,High
2.0,1.0,1.0,1.0,0,1.0,2.0,8.25,Low
2.0,1.0,1.0,1.0,0,1.0,2.0,8.25,Low
2.0,1.0,1.0,1.0,1,1.0,2.0,8.25,Low
2.0,1.0,1.0,1.0,1,1.0,2.0,8.25,Low
2.0,1.0,1.0,1.0,1,1.0,2.0,8.25,Low
2.0,1.0,1.0,1.0,0,1.0,2.0,8.25,Low
2.0,1.0,3.0,1.0,0,1.0,1.0,34.75,Medium
2.0,1.0,2.0,1.0,0,1.0,2.0,8.75,Low
2.0,2.0,2.0,1.0,0,1.0,2.0,43.25,Medium
2.0,1.0,1.0,1.0,0,1.0,2.0,8.25,Low
2.0,1.0,1.0,1.0,1,1.0,2.0,8.25,Low
2.0,1.0,2.0,1.0,0,1.0,1.0,33.75,Medium
2.0,1.0,3.0,3.0,0,1.0,2.0,12.0,Low
1.0,1.0,1.0,1.0,0,1.0,2.0,8.25,Low
1.0,1.0,8.0,4.0,1,2.0,1.0,52.5,High
1.0,1.0,1.0,1.0,0,1.0,2.0,8.25,Low
1.0,1.0,1.0,1.0,0,1.0,2.0,8.25,Low
1.0,1.0,1.0,1.0,0,1.0,2.0,8.25,Low
1.0,1.0,1.0,1.0,0,1.0,2.0,8.25,Low
1.0,1.0,1.0,1.0,0,1.0,2.0,8.25,Low
1.0,1.0,1.0,1.0,0,1.0,2.0,8.25,Low
1.0,1.0,5.0,2.0,0,1.0,1.0,38.0,Medium
1.0,1.0,1.0,1.0,1,1.0,2.0,8.25,Low
1.0,1.0,1.0,1.0,1,1.0,2.0,8.25,Low
1.0,1.0,1.0,1.0,0,1.0,2.0,8.25,Low
1.0,1.0,3.0,1.0,0,1.0,2.0,9.75,Low
1.0,1.0,1.0,1.0,1,1.0,2.0,8.25,Low
1.0,1.0,1.0,1.0,0,1.0,1.0,33.25,Medium
1.0,1.0,1.0,1.0,1,1.0,1.0,33.25,Medium
1.0,1.0,5.0,1.0,0,1.0,1.0,37.25,Medium
1.0,1.0,1.0,1.0,0,1.0,2.0,8.25,Low
2.0,1.0,1.0,1.0,0,1.0,2.0,8.25,Low
2.0,1.0,1.0,1.0,1,1.0,2.0,8.25,Low
2.0,1.0,1.0,1.0,0,1.0,2.0,8.25,Low
2.0,1.0,1.0,1.0,0,1.0,2.0,8.25,Low
2.0,1.0,3.0,1.0,1,1.0,2.0,9.75,Low
2.0,1.0,3.0,3.0,1,1.0,2.0,12.0,Low
2.0,1.0,3.0,3.0,1,1.0,2.0,12.0,Low
2.0,1.0,1.0,1.0,1,1.0,2.0,8.25,Low
2.0,1.0,1.0,1.0,1,1.0,1.0,33.25,Medium
2.0,1.0,5.0,1.0,0,1.0,1.0,37.25,Medium
2.0,1.0,1.0,1.0,0,1.0,1.0,33.25,Medium
2.0,1.0,2.0,1.0,0,1.0,2.0,8.75,Low
2.0,1.0,2.0,1.0,0,1.0,2.0,8.75,Low
2.0,1.0,8.0,2.0,0,1.0,2.0,18.5,Low
2.0,1.0,2.0,1.0,1,1.0,2.0,8.75,Low
